0;Jucá: Meirelles será o candidato do MDB, mas não receberá recursos.  #Eleições2018 #MDB  ;Jucá: Meirelles will be MDB candidate, but will not receive resources. # Elections2018 #MDB;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0 
1;"""PSBD, Novo e MDB são as legendas preferidas pelos entrevistados durante o Prêmio Executivo Valor 2018. Entre os 153 participantes da enquete, Geraldo Alckmin ficou em primeiro lugar, com 51 votos, João Amoêdo em segundo, com 44, e Henrique Meirelles v..."" ";"&quot;Among the 153 participants in the poll, Geraldo Alckmin ranked first, with 51 votes, João Amoêdo second with 44, and Henrique Meirelles v. .. &quot;";Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;No Metro de hoje, o jogo decisivo da Argentina, as câmeras de segurança estragadas na Redenção e o futuro da candidatura de Henrique Meirelles:  ;"In today&#39;s Metro, the decisive game of Argentina, the security cameras spoiled in Redenção and the future of the candidacy of Henrique Meirelles:";Neg,Neu,Pos,Compound;0.0;0.83;0.17;0.5106
1;Presente! #ChamaOMeirelles ;Gift! #ChamaOMeirelles;Neg,Neu,Pos,Compound;0.0;0.239;0.761;0.4926
0;Excelente artigo do  sobre o populismo (de esquerda e direita) que ameaçam o país. ;Excellent article on populism (left and right) that threaten the country.;Neg,Neu,Pos,Compound;0.17;0.588;0.242;0.2732
1;   Reparem que os membros da esquerda não debatem. Eles acusam! Se debaterem entrarão na lógica do seu opositor. Costumam sempre acusar o debatedor de algo, geralmente os velhos mantras conhecidos.;Notice that the members of the left do not debate. They accuse! If they debate, they will enter into the logic of their opponent. Usually they accuse the debater of something, usually the old mantras known.;Neg,Neu,Pos,Compound;0.0;0.907;0.093;0.3561
1; No dia a dia você só tem contato com robôs? Muda teu marqueteiro amigo antes que seja tarde!;"In the day to day you only have contact with robots? Change your marketer friend before it&#39;s too late!";Neg,Neu,Pos,Compound;0.0;0.838;0.162;0.5411
1;  Putz....;Putz....;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;  Uma coisa é ter representante dos dois lados na bancada.. Outra coisa é o que aconteceu ontem..;"It&#39;s one thing to have representative from both sides on the bench .. Another thing is what happened yesterday ..";Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;  Essa turma vermelha gosta do monólogo disfarçado e do monopólio do discurso. Não entendem e não gostam de democracia.;This red group likes the disguised monologue and the monopoly of speech. They do not understand and do not like democracy.;Neg,Neu,Pos,Compound;0.168;0.72;0.112;-0.1053
1;"             Ainda bem que não comparou com o Roda Viva com o Henrique Meirelles, que mais parecia uma homenagem do que uma entrevista. 
";Thankfully he did not compare with Roda Viva with Henrique Meirelles, who looked more like a tribute than an interview.;Neg,Neu,Pos,Compound;0.0;0.752;0.248;0.6801
0;  Não fale mal do Meirelles que ele é o menos pior;"Do not talk bad about Meirelles that he&#39;s the least bad";Neg,Neu,Pos,Compound;0.0;0.612;0.388;0.6908
0;             Se bem que o Henrique Meirelles não iria resistir a 30 segundos com uma bancada de entrevistadores hostis.;Although Henrique Meirelles would not withstand 30 seconds with a bench of hostile interviewers.;Neg,Neu,Pos,Compound;0.178;0.822;0.0;-0.3818
1;Henrique Meirelles, com apenas 1% de intenções de voto, contratou uma fonoaudióloga para tentar melhorar sua fala. ;Henrique Meirelles, with only 1% of intentions, hired a speech therapist to try to improve his speech.;Neg,Neu,Pos,Compound;0.0;0.838;0.162;0.4404
1;Assim é bom, né  ? ;"That&#39;s good, right?";Neg,Neu,Pos,Compound;0.0;0.408;0.592;0.4404
0;POLÍTICA | Líder do partido, Simone Tebet acredita que reunião vai sondar para uma pré organização #HenriqueMeirelles #MDB #Brasília ;POLITICS | Party leader Simone Tebet believes that meeting will poll for a pre-organization #HenriqueMeirelles #MDB # Brasilia;Neg,Neu,Pos,Compound;0.0;0.838;0.162;0.4019
1; Tipo o que o governo do MDB fez na greve dos caminhoneiros né?;"Like what the MDB government did in the truckers&#39; strike right?";Neg,Neu,Pos,Compound;0.115;0.692;0.192;0.25
1;"Entrevista do candidato Henrique Meirelles ao Roda Viva, onde explica inclusive porque candidatou-se pelo  #Politica 

";Interview of the candidate Henrique Meirelles to Roda Viva, where he explains why he applied for #Politica;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;"Henrique Meirelles: 'Eleito, vou liberar o uso da maconha'

Quem disse que Meirelles não saberia como se aproximar da Esquerda? Foi direto ao ponto. Nem alimento ofereceu.
 ";"Henrique Meirelles: &#39;Elected, I&#39;m going to release the use of marijuana&#39; Who said Meirelles would not know how to approach the Left? It was straight to the point. No food offered.";Neg,Neu,Pos,Compound;0.066;0.876;0.057;-0.0772
1;Banqueiros pressionam Henrique  a desistir de candidatura ao Planalto  ;Bankers pressure Henry to give up candidacy to Planalto;Neg,Neu,Pos,Compound;0.216;0.784;0.0;-0.296
0;  Henrique Meirelles é uma figura dos anos 70 perdida em pleno século XXI. Se isso aí é ser banqueiro de sucesso..., imagine em que mãos estivemos esses anos todos e mais uma razão para estarmos tão baixo.;"Henrique Meirelles is a figure of the 70&#39;s lost in the XXI century. If that&#39;s what it&#39;s like to be a successful banker, imagine what hands we&#39;ve been in all those years, and one more reason to be so low.";Neg,Neu,Pos,Compound;0.111;0.75;0.139;0.3091
0; Vigilante de cu alheio ou administrador competente? Do que o Brasil precisa? Pensem bem nisso.;Custodian of another person or competent administrator? What does Brazil need? Think about it.;Neg,Neu,Pos,Compound;0.0;0.83;0.17;0.3939
0;" Verdade ministro e ainda posam de ""Salvador da pátria"" e o povo acredita cada povo que o governo que merece mesmo";"Truth minister and still posam of &quot;Savior of the motherland&quot; and the people believe every people that the government that it deserves even";Neg,Neu,Pos,Compound;0.0;0.905;0.095;0.3182
0;Primeiro vídeo da campanha de Henrique Meirelles à Presidência da República - TV UOL ;First video of the campaign of Henrique Meirelles to the Presidency of the Republic - TV UOL;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1; Fale-no sobre J.M.Keynes por favor.;Tell us about JMKeynes please.;Neg,Neu,Pos,Compound;0.0;0.635;0.365;0.3182
0; Bora comprar umas emendas baratinhas na black Friday então, pré candidato?;So buy a few cheap patches on black Friday, then a pre-candidate?;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1; E tem aqueles extremistas que vendem toda a estrutura produtiva de um país para os amigos, somem com a grana na Suíça ou Lichtenstein e ainda te dizem que é melhor para vc!;"And there are those extremists who sell the whole productive structure of a country to their friends, go out with the money in Switzerland or Lichtenstein and they still tell you what&#39;s best for you!";Neg,Neu,Pos,Compound;0.0;0.808;0.192;0.8221
0;    Muitas mentiras ensaiadas claro!!!;Lots of clear rehearsed lies !!!;Neg,Neu,Pos,Compound;0.358;0.389;0.253;-0.2677
0;Acredita no Henrique Meirelles sim. Não dá nada.;He believes in Henrique Meirelles, yes. It does not give anything.;Neg,Neu,Pos,Compound;0.0;0.787;0.213;0.4019
0;O ex Ministro  Henrique Meirelles, candidato do MDB a presidência da Repúvlica, tem 1'% de intenções de votos e é conhecido por apenas 5% do eleitorado. deveria devolver o dinheiro do povo ao TSE. Com os recursos que deve ter recebido, faria economia de receita..;"Former Minister Henrique Meirelles, MDB candidate for the presidency of the Republic, has 1 &#39;% of intentions and is known to only 5% of the electorate. should return the people&#39;s money to the TSE. With the resources you should have received, you would save revenue ..";Neg,Neu,Pos,Compound;0.0;0.932;0.068;0.4939
1;"Henrique Meirelles não desiste e contrata fonoaudióloga para melhorar a dicção  

";Henrique Meirelles does not give up and hires speech therapist to improve speech;Neg,Neu,Pos,Compound;0.0;0.805;0.195;0.4404
0;   Sou bloqueado por ele.... que orgulho ..pqp;"I&#39;m blocked by it .... what a pride ..pqp";Neg,Neu,Pos,Compound;0.2;0.571;0.229;0.0772
1;   Tem uma escala pra medir a cretinice deste cidadão?🤣🤣🤣;Do you have a scale to measure the cretinice of this citizen?;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;   Piada !!!;Joke !!!;Neg,Neu,Pos,Compound;0.0;0.245;0.755;0.4724
1;   Kkkk povo cretino;Stupid people;Neg,Neu,Pos,Compound;0.773;0.227;0.0;-0.5267
0;Reformas são fundamentais para manter trajetória benigna, diz   Então por que ele não as fez e ainda abandonou o cargo?;Reforms are key to maintaining benign trajectory, says So why did not he make them and still quit the job?;Neg,Neu,Pos,Compound;0.0;0.892;0.108;0.3182
1;   😂😂😂😂😂😂;(I.e.;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0; Henrique Meirelles e João amoedo a banca só faltou lamber o saco deles. Boulos e Manuela tem que passar mais tempo explicando as babaquices que os entrevistadores falam do que falando proposta;Henrique Meirelles and João amoedo the bench just missed licking their bag. Boulos and Manuela have to spend more time explaining the booties that the interviewers speak of than talking proposed;Neg,Neu,Pos,Compound;0.068;0.932;0.0;-0.296
0;"""Fazenda alerta candidatos sobre real situação fiscal"", de   Há algumas semanas, defendi algo equivalente, mas com  no cargo e para reconstruir a decaída pinguela...";"&quot;Farm Alert Candidates on Actual Fiscal Situation,&quot; from A few weeks ago, I advocated something equivalent, but with in charge and to rebuild the decayed plume ...";Neg,Neu,Pos,Compound;0.121;0.821;0.057;-0.4215
0;Projetos que elevam rombo no caixa do governo ganham prioridade no Congresso  E  ainda acredita que sua candidatura de 1% é positiva para o país...;Projects that raise diamond in the government box gain priority in Congress And still believes that its candidacy of 1% is positive for the country ...;Neg,Neu,Pos,Compound;0.0;0.71;0.29;0.8555
0;   Kkkkkkkkkk o Henrique Meirelles só faltou a banca Lamber o saco dele;KKKKKkkkkk Henrique Meirelles just missed the bench Lick his bag;Neg,Neu,Pos,Compound;0.196;0.804;0.0;-0.296
0; Quando é um João Amoedo ou o Henrique Meirelles chega às orelhinhas dos entrevistadores abanam;When it is a João Amoedo or Henrique Meirelles comes to the ears of the interviewers shake;Neg,Neu,Pos,Compound;0.102;0.898;0.0;-0.1779
0; Reduzir a folha de pagamento, como redução de salários e benefícios dos nossos governantes.;Reduce payroll, such as reduction of wages and benefits of our rulers.;Neg,Neu,Pos,Compound;0.0;0.809;0.191;0.3818
0; Fazer mais do mesmo não dá certo. Se a proposta de governo for enxugar a máquina pública, ou seja, diminuir salários e benefícios e acabar com o cabide de empregos, terá meu voto.;Doing more of the same does not work. If the government proposal is to wipe out the public machine, that is, reduce wages and benefits and end the job hanger, I will have my vote.;Neg,Neu,Pos,Compound;0.0;0.927;0.073;0.3818
0;"Acabo de ver o início da ""sabatina"" ao Henrique Meirelles na rádio jovem Pan e a primeira pergunta começa sendo feita chamando o Partido dos Trabalhadores de criminoso. Acho que essa esquedofobia é tensionada por todos os grandes veículos de comunicação no Brasil. ";"I just saw Henrique Meirelles&#39;s &quot;Sabatina&quot; start on the young Pan radio and the first question begins being made calling the Workers Party a criminal. I think this esquedophobia is stressed by all the big media in Brazil.";Neg,Neu,Pos,Compound;0.143;0.79;0.067;-0.4767
0; Pq vc não fala sobre enxugar a máquina pública? Acabar com o MinC? Lei Rouanet e outras despesas desnecessárias?;Why do not you talk about wiping out the public machine? End the MinC? Rouanet Law and other unnecessary expenses?;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;"  É de rir.
Uma vez lá....os cinturões , SÓ DO POVO, é apertado
Banqueiros continuam os mesmos,....";"It&#39;s laughing. Once there .... the belts, ONLY PEOPLE, are tight Bankers continue the same, ....";Neg,Neu,Pos,Compound;0.0;0.824;0.176;0.4939
0;"Henrique Meirelles, presidenciável do MDB, já escolheu o coordenador financeiro de sua campanha.

Assine a Crusoé:  ";Henrique Meirelles, MDB chairman, has already chosen the financial coordinator for his campaign. Subscribe to Crusoe:;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0; Falou o ex-ministro da Fazenda de Lula e Temer. 😂;The former finance minister of Lula and Temer spoke. (I.e.;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;"  Equipes boas, com os grandes nomes da economia, inclusive do Sr.Meireles  não encontraram a solução.
Enxugar a nossa máquina que é gigantesca, EXTIRPAR gastos extras c/ parlamentares e EX PRESIDENTES...(exemplos q ainda não vi sendo feitos)";Good teams with the big names in the economy, including Mr. Meireles, did not find the solution. Wipe out our machine that is gigantic, EXTEND extra expenses with parliamentarians and EX PRESIDENTS ... (examples that I have not yet seen being made);Neg,Neu,Pos,Compound;0.043;0.839;0.118;0.5221
0; Você preocupa  demais com o Bolsonaro  ....faça a sua campanha e mostre seu plano de governo ...deixa o cara !!!;You worry too much about Bolsonaro .... make your campaign and show your government plan ... leave the guy !!!;Neg,Neu,Pos,Compound;0.217;0.783;0.0;-0.6093
0;   oi? Esqueceu que ele está na linha de frente ou nos bastidores desde Lula?;Hi? Have you forgotten that he has been in the front line or behind the scenes since Lula?;Neg,Neu,Pos,Compound;0.117;0.883;0.0;-0.3094
1; E você fez isso no governo? Passou um teto de gastos, uma reforma trabalhista e só, o Brasil continua agonizando;And you did it in the government? There has been a spending ceiling, a labor reform and only, Brazil continues to agonize;Neg,Neu,Pos,Compound;0.148;0.852;0.0;-0.5106
1;  ;;Neg,Neu,Pos,Compound;0.0;0.0;0.0;0.0
1;"  meine Frage sollte einen legalen Weg implizieren ;)";"meine Frage sollte einen legalen Weg implizieren;)";Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1; #ChamaOMeirelles;#ChamaOMeirelles;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;    Tem nada de errado, errado é viver do serviço público, temos que acabar com esse expediente no Brasil;There is nothing wrong, it is wrong to live in the public service, we have to end this process in Brazil;Neg,Neu,Pos,Compound;0.0;0.788;0.212;0.6259
1;   Explicar o que?;Explain what?;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;   Acredito que nos debates oficiais, Meirelles terá explicações plausíveis, não? 👀👀;I believe that in the official debates, Meirelles will have plausible explanations, will not he? (I.e.;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1; O  tem Twitter, marca a @ quando citá-lo, fera.;The has Twitter, mark the @ when quoting it, beast.;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1; ;;Neg,Neu,Pos,Compound;0.0;0.0;0.0;0.0
0;"Como enfrentar graves crises econômicas e fazer o país crescer foi o principal tema do nosso debate com os prefeitos mineiros.

Quem quer ser presidente da República tem que ter equilíbrio, serenidade e não pode fugir da raia quando as dificuldades aparecem. 

#ChamaOMeirelles ";How to face serious economic crises and make the country grow was the main theme of our debate with the miners of Minas Gerais. Who wants to be president of the Republic must have balance, serenity and can not escape the streak when difficulties appear. #ChamaOMeirelles;Neg,Neu,Pos,Compound;0.105;0.895;0.0;-0.4621
1; ;;Neg,Neu,Pos,Compound;0.0;0.0;0.0;0.0
0;"A região Norte do Brasil tem enorme potencial e dará um salto de desenvolvimento no nosso governo. Esta semana estivemos lá. Confira! 

#ChamaOMeirelles ";The Northern region of Brazil has enormous potential and will make a leap of development in our government. This week we were there. Check out! #ChamaOMeirelles;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;   Fez muito. E com capacidade total. ;He did a lot. And with full capacity.;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;  Who needs voters when you have friends like Moro.;Who needs voters when you have friends like Moro.;Neg,Neu,Pos,Compound;0.0;0.556;0.444;0.6808
0;  Exatamente. Pq o Brasil foi assaltado por 13 anos e não existe milagre e nenhuma medida com efeito de curto prazo é viável. O que o Meirelles está fazendo (aliás, tentou fazer, pois já saiu e esse governo ja acabou) são medidas estruturias, com efeito de longo prazo.;Exactly. Because Brazil was robbed for 13 years and there is no miracle and no measure with short-term effect is feasible. What Meirelles is doing (in fact, it tried to do, because it has already left and this government is over) are structural measures, with long term effect.;Neg,Neu,Pos,Compound;0.083;0.846;0.071;0.1027
1;"Na Capital, Henrique Meirelles se reúne com prefeitos do MDB no Estado.
 #TNGInforma #HenriqueMeirelles #Reunião #Prefeitos #MDB #CampoGrande ";In the Capital, Henrique Meirelles meets MDB mayors in the state. #TNGInformation #HenriqueMeirelles # Meeting #Rights #MDB #Great Field;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;" O establishment midiático da República Comunista do Brasil coloca na maior cara-de-pau que ""centristas"" como Marina, Alckmin, Henrique Meirelles e Álvaro Dias têm mais chances que Bolsonaro e isso não é considerado fake news nem propaganda eleitoral. ";"The media establishment of the Communist Republic of Brazil puts in the biggest face of the game that &quot;centrists&quot; like Marina, Alckmin, Henrique Meirelles and Álvaro Dias have more chances than Bolsonaro and this is not considered fake news nor electoral propaganda.";Neg,Neu,Pos,Compound;0.0;0.81;0.19;0.7837
1;"Isso sem contar com uma das manchetes do O Globo da qual um trabalho de fono será feito ao Henrique Meirelles para ""tirar o ovo da boca"" (Sim,era isso no subtititulo da matéria). Só quero acordar em 2022 agora";"This is not to mention one of O Globo&#39;s headlines from which a phonetic work will be done to Henrique Meirelles to &quot;take the egg out of his mouth&quot; (Yes, that was the subtitle of the story). I just want to wake up in 2022 now.";Neg,Neu,Pos,Compound;0.0;0.97;0.03;0.0772
1;Não citei o Álvaro Dias e Henrique Meirelles pq sei que ambos no final não serão candidatos e o João Amoedo no máximo vai chegar a 3% dos votos nas eleições de outubro!;I did not mention Álvaro Dias and Henrique Meirelles because I know that both will not be candidates in the end and João Amoedo at most will reach 3% of the votes in the October elections!;Neg,Neu,Pos,Compound;0.0;0.952;0.048;0.1705
1; Certíssimo, Presidente!;All right, President!;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;  “Sua candidatura é para valer??” No tom perguntado impossível essa pergunta ser feita para Henrique Meirelles;"&quot;Your candidacy is in order?&quot; In the tone asked impossible this question be made for Henrique Meirelles";Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;Na presença de Henrique Meirelles, Puccinelli diz que casamento com DEM ‘está encaminhado’ ;"In the presence of Henrique Meirelles, Puccinelli says that marriage with DEM is&#39;";Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1; Na entrevista do Álvaro Dias teve uma pré-candidatos do PSOL na bancada e na do Henrique Meirelles tinha um cara filiado a um desses três partidos que vc citou mas não me lembro qual deles agora;In the interview of Álvaro Dias had a pre-PSOL candidates on the bench and Henrique Meirelles had a guy affiliated with one of those three parties that you quoted but I do not remember which one of them now;Neg,Neu,Pos,Compound;0.0;0.95;0.05;0.2144
1;Henrique Meirelles, com irrisória intenção de votos nas pesquisas até o momento publicadas, não teve a sua candidatura deslegitimada, assim como João Amoêdo.;Henrique Meirelles, with derisive intention of votes in the researches so far published, did not have his candidacy delegitimized, like João Amoêdo.;Neg,Neu,Pos,Compound;0.0;0.894;0.106;0.3612
1;;;Neg,Neu,Pos,Compound;0.0;0.0;0.0;0.0
1;Obrigado Amapá, Acre e Rondônia pela calorosa recepção. O MDB da região Norte também quer candidatura própria à presidência e está trabalhando forte nessa direção. Vamos em frente! #ChamaOMeirelles ;"Thank you Amapá, Acre and Rondônia for the warm welcome. The Northern MDB also wants to run for president and is working hard in that direction. Let&#39;s move on! #ChamaOMeirelles";Neg,Neu,Pos,Compound;0.04;0.741;0.219;0.7424
1;Não colocaram um bolsiminion na bancada do  quando foi o . O  vai engrossar só para candidatos de esquerda? ;They did not put a bolsiminion on the bench when it was the. Will it only thicken for left-leaning candidates?;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;;;Neg,Neu,Pos,Compound;0.0;0.0;0.0;0.0
0;Esse vídeo é pra você que não aguenta mais ouvir a extrema esquerda dizer que tudo não passou de um golpe e a extrema direita gritar que tudo se resolve na bala. ;This video is for you that can not bear to hear the extreme left saying that everything was not a blow and the extreme right scream that everything is solved in the bullet.;Neg,Neu,Pos,Compound;0.078;0.862;0.06;-0.1531
1;Me surpreende que a galera dita liberal dê mais atenção ao Roda Viva da Manuela D'avila do que ao do Henrique Meirelles.;"It surprises me that the galley called liberal give more attention to the Live Wheel of Manuela D&#39;avila than to Henrique Meirelles.";Neg,Neu,Pos,Compound;0.0;0.917;0.083;0.2263
0; Vai trabalhar para ganhar dinheiro limpo e suado... tinha até vergonha de postar algo. N é digno de respeito;"He&#39;s going to work to make money, clean and sweaty ... he was even embarrassed to post something. N is worthy of respect";Neg,Neu,Pos,Compound;0.086;0.616;0.298;0.7351
0;" :
Um monte de venezuelano vindo pro Brasil e a Manuela diz que os pré-candidatos não tem que se preocupar com a crise na Venezuela. Será que a Manu é do Levante, tá com Maduro? Sim ou com certeza? #RodaViva

 
 
 ";: A lot of Venezuelan coming to Brazil and Manuela says that pre-candidates do not have to worry about the crisis in Venezuela. Is Manu from Levante, is he with Maduro? Yes or for sure? #RodaViva;Neg,Neu,Pos,Compound;0.098;0.717;0.185;0.3952
1; Mas que foi #Golpe , foi.;But that was #Golpe, it was.;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1; #meirelles2018;# meirelles2018;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1; Nem eu! #ChamaOMeirelles;Me neither! #ChamaOMeirelles;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;Interessante... Embora o  não acredite na liberdade individual para autodefesa, acredita na liberdade individual para liberação de drogas. Economicismo travestido de liberdade.;Interesting ... Although he does not believe in individual freedom for self-defense, he believes in individual freedom for drug release. Economicism transvestite of freedom.;Neg,Neu,Pos,Compound;0.0;0.567;0.433;0.946
1;Ausência em ato afasta Henrique Meirelles do PCB;Absence in act removes Henrique Meirelles from PCB;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;   adotem essa medida urgente pra fazer o dólar cair 🤣 👇👇👇👇 ;adopt this urgent measure to make the dollar fall 🤣 👇👇👇👇;Neg,Neu,Pos,Compound;0.0;0.696;0.304;0.3612
1;Diz a pesquisa que a esquerda (o candidato de Lula ou Ciro Gomes) teria 40% de chances de ganhar a eleição. O centro (Marina Silva, Álvaro Dias, Geraldo Alckmin ou Henrique Meirelles) 25% e a direita (Jair Bolsonaro) 25%.;"The research says that the left (Lula&#39;s candidate or Ciro Gomes) would have a 40% chance of winning the election. The center (Marina Silva, Álvaro Dias, Geraldo Alckmin or Henrique Meirelles) 25% and the right (Jair Bolsonaro) 25%.";Neg,Neu,Pos,Compound;0.0;0.866;0.134;0.6597
0;O Atlas Político sobre a campanha presidencial, encomendado por gente importante do mercado financeiro, dá 40% de chance de vitória da esquerda (o candidato de Lula ou Ciro), 35% para o centro (Marina, Álvaro Dias, Alckmin ou Henrique Meirelles) e 25% para a direita ( Bolsonaro).;The Political Atlas on the presidential campaign, commissioned by important people in the financial market, gives a 40% chance of victory for the left (the candidate of Lula or Ciro), 35% for the center (Marina, Álvaro Dias, Alckmin or Henrique Meirelles) and 25% to the right (Bolsonaro).;Neg,Neu,Pos,Compound;0.0;0.921;0.079;0.4215
1;;;Neg,Neu,Pos,Compound;0.0;0.0;0.0;0.0
1;  Also wenn ein Finanzminister nicht an Geld kommt - wer dann? 😂;Also wenn ein Finanzminister nicht an Geld kommt - wer dann? (I.e.;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;"Retweeted Carlos Bolsonaro ():

Henrique Meirelles do PMDB lucrou mais de R$ 217 milhões com consultoria para grandes empresas só em 2016. Essa tal consultoria é a maior máquina de “dúvidas” sobre... ";"Retweeted Carlos Bolsonaro (): Henrique Meirelles from PMDB profited more than R $ 217 million with consulting for large companies only in 2016. This consultancy is the largest machine of &quot;doubts&quot; about ...";Neg,Neu,Pos,Compound;0.0;0.929;0.071;0.3182
1; ACABEI DE ME DECIDIR, VOU VOTAR EM VOCE, OS   ACABARAM DE ME CONVENCER.;I HAVE ACCEPTED DECIDING, I VOTED ON YOU, THEY HAVE FINISHED ME TO CONVINCE.;Neg,Neu,Pos,Compound;0.0;0.709;0.291;0.4767
1;"E o Janot??
Pq ficou de fora??

Vao blinda-lo que nem fizeram com o Henrique Meirelles, que era o Presidente do Conselho de Administracao da JBS e nao ""sabia de nada""??

Joesley Batista e ex-procurador Marcelo Miller são denunciados por corrupção ??

 ";"What about Janot ?? Why did you leave out? What did they do with Henrique Meirelles, who was the Chairman of the Board of Directors of JBS and did not &quot;know anything&quot; ?? Joesley Batista and former prosecutor Marcelo Miller are charged with corruption ??";Neg,Neu,Pos,Compound;0.084;0.916;0.0;-0.4515
0;        E fake não existe o estado da Palestina, essa medida provisória não existe;And fake does not exist the state of Palestine, this provisional measure does not exist;Neg,Neu,Pos,Compound;0.181;0.819;0.0;-0.4767
1;#Brasilien Finanzminister  will 70 Mio. Reais Privatvermögen in Präsidentschaftskandidatur stecken. Frage mich: Wie kommt ein jahrelanger Minister an ein solches Vermögen. Es wird ja auch nicht alles sein. Ihm wird auch Verstrickung bei #Panamapapers nachgesagt. ;#Brasilien Finanzminister will 70 Mio. Reais Privatvermögen in Präsidentschaftskandidatur stecken. Frage mich: Wie kommt ein jahrelanger Minister an ein solches Vermögen. It is wird ja auch nicht alles sein. Ihm wird auch Verstrickung bei #Panamapapers nachgesagt.;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;Bad news for  ? Former finance minister says he's willing to spend up to 70 million reais of his own cash to run for the presidency for the MDB. He's currently on about 1 percent of vote intentions ;"Bad news for? Former finance minister says he&#39;s willing to spend up to 70 million reais of his own cash to run for the presidency for the MDB. He&#39;s currently on about 1 percent of vote intentions";Neg,Neu,Pos,Compound;0.091;0.909;0.0;-0.5423
1;Deus nos livre desse economista do satanás no poder. Chamado Henrique Meirelles;May God save us from this Satanist economist in power. Called Henrique Meirelles;Neg,Neu,Pos,Compound;0.0;0.675;0.325;0.6486
1;  Er war CEO einer US- Grossbank. Sollte man wissen als “journalist”...;"Er war CEO einer US- Grossbank. Sollte man wissen als &quot;journalist&quot; ...";Neg,Neu,Pos,Compound;0.262;0.738;0.0;-0.5994
0;  O senhor quer um teto de gastos para sobrar mais dinheiro para dar aos banqueiros ?;Do you want a spending ceiling to spare more money to give to the bankers?;Neg,Neu,Pos,Compound;0.0;0.909;0.091;0.0772
1;Henrique Meirelles conta com uma equipe experiente formada por mais de 10 pessoas e já rodada em campanhas anteriores. ;Henrique Meirelles has an experienced team of more than 10 people and has been running in previous campaigns.;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;O “marqueteiro em ascensão” de Henrique Meirelles ;"Henrique Meirelles&#39;s &quot;marketer on the rise&quot;";Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1; Dá para ser político sem roubar? Te convido para uma reflexão.;Can you be a politician without stealing? I invite you to a reflection.;Neg,Neu,Pos,Compound;0.116;0.643;0.241;0.3724
0; Querendo se vender como candidato de centro ao tempo que provoca a bárbarie na sociedade brasileira.;Wanting to sell himself as a center candidate at the time that provokes barbarism in Brazilian society.;Neg,Neu,Pos,Compound;0.133;0.867;0.0;-0.3182
1; Os assessores...kkkk ainda vou ver um Meirelles elogiando o Meirelles igual o alckmin;The advisors ... kkkk I will still see a Meirelles praising the Meirelles equal the alckmin;Neg,Neu,Pos,Compound;0.0;0.788;0.212;0.5423
1; Muito bom!;Very good!;Neg,Neu,Pos,Compound;0.0;0.223;0.777;0.54
0;"Narrativa feminista impulsiona Manuela nas redes sociais. 
                 ";Feminist narrative drives Manuela on social networks.;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;E Sérgio Prosdócimo foi embora sem ouvir as previsões de Henrique Meirelles ;And Sérgio Prosdócimo left without hearing the predictions of Henrique Meirelles;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
