1;Media cala de Ambolo de Xàbia es ahora de arena dorada  vía ;Ambolo half of Xàbia cove is now of golden sand via;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0 
1;    Marina Silva foi interrompida em quantidade menor que Ciro Gomes. Ou seja, não é perseguição a mulher.;Marina Silva was interrupted in smaller numbers than Ciro Gomes. That is, it is not chase the woman.;Neg,Neu,Pos,Compound;0.115;0.885;0.0;-0.296
0; Ele é a marina silva do futebol;He is the marina silva of the soccer;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0; Ochoa é a Marina Silva da copa do mundo;Ochoa is Marina Silva of the world cup;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0; Marina Silva, também mulher, só foi interrompida 3 vezes. Segue o jogo.;Marina Silva, also a woman, was only interrupted 3 times. Follow the game.;Neg,Neu,Pos,Compound;0.18;0.82;0.0;-0.296
1; Vera, você acha que a  tem mais liberdade para se expressar nas entrevistas, devido ao histórico politico dela? Paralelamente, você acredita que entrevistas realizadas com pré candidatos masculinos possuem mais descontração do que com as pré candidatas?;Vera, do you think you have more freedom to express yourself in interviews because of her political background? At the same time, do you believe that interviews with pre-male candidates have more fun than pre-candidates?;Neg,Neu,Pos,Compound;0.0;0.796;0.204;0.8572
0; Por que será que Marina Silva foi interrompida apenas 3 vezes e Ciro Gomes 9? Manuela é fraca, inconsistente e despreparada.;Why is it that Marina Silva was interrupted only 3 times and Ciro Gomes 9? Manuela is weak, inconsistent and unprepared.;Neg,Neu,Pos,Compound;0.221;0.779;0.0;-0.6249
1;"  primeiro que marina silva não tem pauta feminista
próximo argumento";first that marina silva has no feminist agenda next argument;Neg,Neu,Pos,Compound;0.37;0.63;0.0;-0.5719
0;Foi machismo sim, a Marina Silva não foi interronpida por ter alinhamento ideológico com os falsos jornalistas. ;It was machismo yes, Marina Silva was not interrumpted for having ideological alignment with the false journalists.;Neg,Neu,Pos,Compound;0.0;0.856;0.144;0.4019
0; Por que será que Marina Silva foi interrompida apenas 3 vezes e Ciro Gomes 9? Manuela é fraca, inconsistente e despreparada.;Why is it that Marina Silva was interrupted only 3 times and Ciro Gomes 9? Manuela is weak, inconsistent and unprepared.;Neg,Neu,Pos,Compound;0.221;0.779;0.0;-0.6249
0; Por que será que Marina Silva foi interrompida apenas 3 vezes e Ciro Gomes 9? Manuela é fraca, inconsistente e despreparada.;Why is it that Marina Silva was interrupted only 3 times and Ciro Gomes 9? Manuela is weak, inconsistent and unprepared.;Neg,Neu,Pos,Compound;0.221;0.779;0.0;-0.6249
0; Por que será que Marina Silva foi interrompida apenas 3 vezes e Ciro Gomes 9? Manuela é fraca, inconsistente e despreparada.;Why is it that Marina Silva was interrupted only 3 times and Ciro Gomes 9? Manuela is weak, inconsistent and unprepared.;Neg,Neu,Pos,Compound;0.221;0.779;0.0;-0.6249
1;  Marina Silva é homem ? Apenas 3. Será q ela q não tem preparo para uma entrevista desse tipo ?;Marina Silva is a man? Only 3. Is she not prepared for such an interview?;Neg,Neu,Pos,Compound;0.135;0.865;0.0;-0.2561
0;"  Que campanha Andre Marques... isso só quer atenção, no final ela apoia outro e pronto.
ela tá carente.

Marina 2018";What campaign Andre Marques ... this only wants attention, in the end she supports another and ready. she is needy Marina 2018;Neg,Neu,Pos,Compound;0.091;0.72;0.189;0.3818
0;"Não comento sobre política por motivos pessoais, mas se Marina Silva foi a menos interrompida de todos os citados, não é perseguição contra o sexo feminino.
Não gosto da postura dessa mulher, coisa de energia mesmo. ";"I do not comment on politics for personal reasons, but if Marina Silva was the least interrupted of all those mentioned, it is not persecution against the female sex. I do not like this woman&#39;s posture, a thing of the same energy.";Neg,Neu,Pos,Compound;0.061;0.825;0.114;0.3219
0;"  Se o programa é tão machista por que  foi a menos interrompida? Será que não tem a ver com fato da candidata fugir das perguntas e não responder com clareza.
A  está exaustivamente falando sobre isso, mas só a voz de uma mulher deve ser ouvida?";"If the program is so macho why was it the least interrupted? Does it have anything to do with the fact that the candidate fled the questions and did not respond with clarity. A is exhaustively talking about it, but only a woman&#39;s voice should be heard?";Neg,Neu,Pos,Compound;0.071;0.898;0.031;-0.2252
1; A marina silva é o quê? Um alligator?Pra não ser considerada mulher, é bem capaz.;"The whaling marina is what? An alligator? Not to be considered a woman, she&#39;s quite capable.";Neg,Neu,Pos,Compound;0.0;0.811;0.189;0.5028
0;Caio Fábio  Marina Silva tem convicções pessoais, mas busca  dos males o menor  numa sociedade democ ;Caio Fábio Marina Silva has personal convictions, but he seeks the least in a democratic society.;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;marina silva = guerreira nunca desiste;marina silva = warrior never gives up;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;"  Sobre as decisões da segunda turma do STF???qual sua opinião???
Sendo que se for eleito vai indicar três ministros ao STF!
Ou tem medo de expor sua opinião?";About the decisions of the second group of the FTS ??? what your opinion ?? Being that if elected will appoint three ministers to the STF! Or are you afraid to state your opinion?;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;    Deve perguntar sobre o envolvimento de Álvaro Dias na lava jato, do Ciro com os chineses, Amoêdo com o Itaú, Marina Silva com os DESMATADORES da Amazônia e Bolsonaro sobre alegações passadas de torturas ser justificável. A da Marina fez várias contas caírem. PERGUNTA TUDO PORRA;"Must ask about the involvement of Álvaro Dias in the jet lag, Ciro with the Chinese, Amoeto with Itaú, Marina Silva with the Amazon SHOOTERS and Bolsonaro about past allegations of torture be justifiable. Marina&#39;s made several bills fall. QUESTION ALL FUCKING";Neg,Neu,Pos,Compound;0.134;0.83;0.036;-0.6808
1;Coisa que, aliás, a  não sofreu. Foi super ouvida e respeitada, conta com a simpatia do baronato paulista. Mas é mais fácil usar termo americano que simplifica a narrativa em uma mera disputa entre gêneros, então vida que segue...;Which, incidentally, did not suffer. It was super heard and respected, it counts on the sympathy of the São Paulo barony. But it is easier to use American term that simplifies the narrative in a mere dispute between genders, then life that follows ...;Neg,Neu,Pos,Compound;0.049;0.675;0.276;0.9091
0; E Marina Silva também foi lá, não sabia que ela era homem para não entrar nas comparações vitimistas :/;And Marina Silva was there too, did not know that she was a man not to enter the comparisons victimized: /;Neg,Neu,Pos,Compound;0.135;0.865;0.0;-0.4215
0;"Marina Silva, quando alguém que se diz cristã(o) na política e tem vergonha de expor sua crença! Tem duas opções:
Assume ou some!";Marina Silva, when someone who calls himself a Christian in politics and is ashamed to expose his belief! You have two options: Assume or disappear!;Neg,Neu,Pos,Compound;0.255;0.745;0.0;-0.7339
0;  Voto Marina Silva independente de qualquer coisa!!!;Vote Marina Silva independent of anything !!!;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;     Cara, tá difícil admitir que se trata de despreparo da moça e não de machismo. Focando só na esquerda, o Boulos nao foi interrompido porque foi mais assertivo, coisa q Manuela está longe de ser. Mas cada um com sua versão dos fatos. 🤷;"Dude, it&#39;s hard to admit that it&#39;s all about the girl&#39;s unpreparedness and not machismo. Focusing only on the left, Boulos was not interrupted because it was more assertive, which Manuela is far from being. But each with its version of the facts. (I.e.";Neg,Neu,Pos,Compound;0.03;0.89;0.08;0.3156
1;  Parabéns...Eterno Gilberto Gil;Congratulations ... Eterno Gilberto Gil;Neg,Neu,Pos,Compound;0.0;0.506;0.494;0.5994
0;  Pergunta pra Marina Silva se ela teve essa impressão. Tenho certeza que não, pois ela tinha o que dizer, disse e o programa fluiu normalmente. Se a entrevistada simplesmente não tem respostas alguém tem que conduzir a dinâmica do programa ou encerrá-lo por falta de pauta.;"Ask Marina Silva if she had that impression. I&#39;m sure not, because she had something to say, she said, and the program flowed normally. If the respondent simply has no answers someone has to drive the program&#39;s dynamics or shut it down for lack of agenda.";Neg,Neu,Pos,Compound;0.087;0.792;0.122;0.2023
0;Caio Fábio Marina Silva tem convicções pessoais, mas busca dos males o menor numa sociedade democ:  via;Caio Fábio Marina Silva has personal convictions, but he seeks the least in a democratic society: via;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;Marina Silva falando sobre Economia...ela fala tanto em Macroeconomia, é para impressionar o eleitor? ;Marina Silva talking about Economics ... she talks so much about Macroeconomics, is it to impress the voter?;Neg,Neu,Pos,Compound;0.0;0.854;0.146;0.4404
0; Marina Silva, outra mulher, foi interrompida apenas 3 vezes. Esse caso da Manu teve única e exclusivamente a ver com as bobagens ditas por ela, tipo passar pano pra genocida e defender condenado pela Justiça.;Marina Silva, another woman, was interrupted only 3 times. This case of Manu had only and exclusively to do with the nonsense said by her, like pass cloth to genocide and defend condemned by Justice.;Neg,Neu,Pos,Compound;0.183;0.679;0.138;-0.2263
0;Se a marina Silva foi apenas 3, a própria Folha conclui pra gente q essa acéfala não foi interrompida pelo machismo e sim pela fuga das respostas, por ter optado enrolar os entrevistadores. Obrigado folha. ;If Marina Silva was only 3, Folha herself concludes to us that this acephalous was not interrupted by machismo but by the escape of the answers, for having chosen to curl the interviewers. Thank you sheet.;Neg,Neu,Pos,Compound;0.0;0.83;0.17;0.695
0;Bom, ouvi o Roda Viva da Marina Silva e da Manuela D'Ávila e sobre as interrupções, elas praticamente não existiram na entrevista da Marina;"Well, I heard the Roda Viva from Marina Silva and Manuela D&#39;Ávila and about the interruptions, they hardly existed in the Marina interview";Neg,Neu,Pos,Compound;0.109;0.806;0.085;-0.1531
0;  Marina Silva foi interrompida quantas vezes?;Marina Silva was interrupted how many times?;Neg,Neu,Pos,Compound;0.268;0.732;0.0;-0.296
0;A quantidade baixa de interrupções com Marina Silva deixa claro que dessa vez não foi machismo e sim a posição política defendida por Manuela. Infelizmente muito comum em todo mundo esse ataque da mídia a quem é de esquerda. ;The low amount of interruptions with Marina Silva makes it clear that this time it was not machismo, but the political position defended by Manuela. Unfortunately, this media attack on the left is very common in the world.;Neg,Neu,Pos,Compound;0.234;0.726;0.04;-0.8338
0;"Maria Osmarina Marina Silva Vaz de Lima 

O NOME DA MUIÉ KKKKKKKKKKK";Maria Osmarina Marina Silva Vaz de Lima THE NAME OF MUIÉ KKKKKKKKKKK;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0; A Marina Silva foi a menos interrompida. Próximo...;Marina Silva was the least interrupted. Next...;Neg,Neu,Pos,Compound;0.0;0.761;0.239;0.2235
0;Marina Silva foi interrompiada apenas 3 vezes no Roda Viva, mais o problema dessa entrevista em que uma pessoa não responde o que é perguntado, sempre rodeando e rodeando, é machismo?;Marina Silva was interrupted only 3 times in Roda Viva, but the problem of this interview in which a person does not answer what is asked, always surrounding and surrounding, is machismo?;Neg,Neu,Pos,Compound;0.155;0.845;0.0;-0.631
1;Marina Silva deve ser um E.T ;Marina Silva must be an ET;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0; Interromperam a Marina Silva somente 3 x !!!! Não foi machismo não !!! Ela que só falava merda mesmo FIM;They interrupted Marina Silva only 3 x !!!! It was not machismo! She only said shit anyway;Neg,Neu,Pos,Compound;0.349;0.651;0.0;-0.7887
0;" Tem coisa muito errada nesse texto.
1. Interrompida : Obviamente ela sempre não respondia o que era perguntado. O mesmo a fazia entender a pergunta para a resposta de acordo. 
2. Interromper mulheres? A Marina Silva estava lá! Ela é o que? Homem?";There is something very wrong in this text. 1. Interrupted: Obviously she did not always answer what was asked. It made her understand the question for the answer accordingly. 2. Interrupt women? Marina Silva was there! She is what? Men?;Neg,Neu,Pos,Compound;0.193;0.807;0.0;-0.8327
0;'STF não pode tomar medidas que lancem o país na insegurança jurídica', dispara Marina Silva ;"&#39;STF can not take measures that will throw the country into legal insecurity&#39;, says Marina Silva";Neg,Neu,Pos,Compound;0.0;0.909;0.091;0.128
0; Manuela, você não respondeu as perguntas... Sempre floriava... É óbvio que q vão te interromper... Na próxima responda as perguntas, e tem outra... A Marina Silva é homem? Pq ela foi interrompida apenas 3x. Bom dia comunista...;"Manuela, you did not answer the questions ... It always flared ... It&#39;s obvious that they&#39;re going to interrupt you ... Next answer the questions, and there&#39;s another ... Is Marina Silva a man? Because it was interrupted only 3x. Good Communist Day ...";Neg,Neu,Pos,Compound;0.097;0.842;0.061;-0.1779
0;" É mais um Marina Silva. Não vai a lugar nenhum. Só faz disseminar ódio com a exposição dada pela mídia. Mídia que sobrevive das minorias - atacadas pelo corredor de debates.

É igual golfinho, sobe, faz uma gracinha e afunda.";"It&#39;s more of a Marina Silva. You&#39;re not going anywhere. It only spreads hate with the exposure given by the media. Media surviving minorities - attacked by the debate corridor. It&#39;s like a dolphin, it goes up, it makes a cutie and it sinks.";Neg,Neu,Pos,Compound;0.137;0.716;0.147;-0.128
0;"  Ciro: 8 vezes
Marina Silva: 3 vezes";Ciro: 8 times Marina Silva: 3 times;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1; A Marina Silva (leia-se Itaú-Natura) não passou pelas perguntinhas cretinas dos entrevistadores.;"Marina Silva (read Itaú-Natura) did not go through the interviewers&#39; little questions.";Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;  Mas faz parte do jogo, ela não estava lá pra discursar. Estão chamando de machismo, mas mesmo as jornalistas mulheres a interromperam bastante. Isso não ocorreu com a Marina Silva por exemplo.;"But it&#39;s part of the game, she was not there to talk. They&#39;re calling it machismo, but even female journalists have cut it short. This was not the case with Marina Silva, for example.";Neg,Neu,Pos,Compound;0.074;0.926;0.0;-0.3919
0;   E Marina Silva é homem??;And Marina Silva is a man ??;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;Marina Silva foi interrompida em menor quantidade que Ciro Gomes. É uma mentira essa perseguição a mulher no programa. A verdade é que a candidata do Partido Comunista do Brasil não quer responder sobre comunismo. E usa essa desculpa.;Marina Silva was interrupted in a smaller amount than Ciro Gomes. It is a lie that persecution the woman in the program. The truth is that the candidate of the Communist Party of Brazil does not want to answer about communism. And use that excuse.;Neg,Neu,Pos,Compound;0.072;0.796;0.132;0.4363
1;A galera tacando pau em Manuela davida Marina Silva e Ciro, amores vcs não se tocaram que fazendo isso vcs dão força pra bolsonaro? Pelo amor de Deus n precisa concordar com eles mas esse tanto de crítica que eles tão recebendo só fazem ajudar bolsonaro;"The galera tacando stick in Manuela davida Marina Silva and Ciro, loves you did not touch that doing this you give strength to bolsonaro? For God&#39;s sake do not have to agree with them but this much criticism that they so receiving only make help bolsonaro";Neg,Neu,Pos,Compound;0.099;0.754;0.147;0.3808
1; O debate deveria ser se ela estava respondendo o que foi perguntado e por isso foi interrompida, ou se ela estava mudando o foco da pergunta e por isso foi interrompida! Não vejo esse questionamento quando a Marina Silva é entrevistada por exemplo.;The debate should be whether she was responding to what was asked and why she was interrupted, or whether she was shifting the focus of the question and why it was interrupted! I do not see this questioning when Marina Silva is interviewed for example.;Neg,Neu,Pos,Compound;0.131;0.869;0.0;-0.636
1;"Marina Silva é o que? Um ET? 
#ChegadeMIMIMI ";Marina Silva is what? An ET? #ChegadeMIMIMI;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;"Sucesso da Manuela d""Ávila na #TV
Kathlyn Moreira Sul x Alemanha #ForaComunistas #LulaNaCadeia Jose Dirceu #2ªTurma #Canalhas #BolsonaroPresidente Marina Silva
#BDSP #BoaSemana #BomDia #BoaQuarta NoArNaCBN #CopaDoMundo2018 Beatriz Marks #sbt #sbtonline #televisão #novela G1SP";"Manuela d &#39;Ávila&#39;s success in #TV Kathlyn Moreira South vs Germany #ForaComunistas #LulaNaCadeia Jose Dirceu # 2ªTurma #Canalhas #BolsonaroPresidente Marina Silva #BDSP #BoaSemana #BomDia #BoaQuarta NoArNaCBN # CopaDoMundo2018 Beatriz Marks #sbt #sbtonline # television #novela G1SP";Neg,Neu,Pos,Compound;0.0;0.893;0.107;0.5719
1;  Marina Silva foi interrompida em menor quantidade que o Ciro Gomes. É uma mentira que seja perseguição a mulher.;Marina Silva was interrupted in a smaller amount than Ciro Gomes. It is a lie that is chasing the woman.;Neg,Neu,Pos,Compound;0.115;0.885;0.0;-0.296
0;"""Marina Silva (Rede) foi interrompida três vezes."" então não é machismo, apenas falta de objetividade ou capacidade em responder as perguntas de forma coerente...
";"&quot;Marina Silva (Network) has been interrupted three times.&quot; then it is not machismo, just lack of objectivity or ability to answer the questions in a coherent way ...";Neg,Neu,Pos,Compound;0.072;0.788;0.14;0.2644
0;Eu tava escutando na rádio que a Folha fez um levantamento de quantas vezes os pré-candidatos foram interrompidos no Roda Viva. De fato a Manuela foi interrompida pra caralho, mas curiosamente a menos interrompida foi Marina Silva.;I was listening on the radio that Folha did a survey of how many times the pre-candidates were interrupted at Roda Viva. In fact Manuela was interrupted fucking, but curiously the less interrupted was Marina Silva.;Neg,Neu,Pos,Compound;0.162;0.838;0.0;-0.6124
0;  Mas a Marina Silva não é mulher também. Então não tem nada a ver com machismo e sim com o fato da Manuela não responder as perguntas e ficar o tempo todo repetindo clichês comunistas.;But Marina Silva is not a woman either. So it has nothing to do with machismo, but with the fact that Manuela does not answer the questions and keeps repeating communist cliches all the time.;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;  Quando tu acha que já viu tudo em termos de desonestidade intelectual, se depara com uma coisa dessas. Ela chega a fazer um paralelo com a Marina Silva, mas não compara o número de interrupções que ela sofreu com o tanto sofrido pela  .;"When you think you&#39;ve seen it all in terms of intellectual dishonesty, you come across such a thing. She even makes a parallel with Marina Silva, but does not compare the number of interruptions she suffered with the much suffered by.";Neg,Neu,Pos,Compound;0.272;0.685;0.043;-0.9068
0;     Guilherme Boulos foi interrompido 9 vezes e Ciro Gomes 8. Machismo é o nome.;Guilherme Boulos was interrupted 9 times and Ciro Gomes 8. Machismo is the name.;Neg,Neu,Pos,Compound;0.155;0.845;0.0;-0.296
0;"Marina Silva quer plebiscito para decidir se o Acre existe:
";Marina Silva wants a plebiscite to decide if Acre exists:;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;" João Amoedo(Homem) foi um dos mais interrompidos.
Marina Silva(Mulher) foi uma das menos interrompidas.
Não atribua as coisas a o que não é.";João Amoedo (Man) was one of the most disrupted. Marina Silva (Woman) was one of the least interrupted. Do not attribute things to things that are not.;Neg,Neu,Pos,Compound;0.0;0.932;0.068;0.2235
1;  ela falando me lembrou a marina silva na moral;she talking to me reminded the marina whistles in the moral;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;  E desde quando a Marina Silva é homem?;And since when is Silva Silva a man?;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;  Só nesse video deu pra perceber que foram mais de nove. Concordo com você que a diferença da Marina com a Manuela é gritante, mas quem disse que a Marina Silva não sofre com o machismo? O que não faltam são pessoas criticando a aparência dela como se isso fosse critério Cont..;Only in this video did you realize that there were more than nine. I agree with you that the difference between Marina and Manuela is glaring, but who said Marina Silva does not suffer from machismo? What is not lacking are people criticizing her appearance as if this were Crit Cont ..;Neg,Neu,Pos,Compound;0.057;0.843;0.099;0.3414
1;     🙄 ou seja, é questão de ideologia,não de machismo. Por favor, apenas deem o nome certo para os fatos.;That is, it is a matter of ideology, not machismo. Please just give the right name for the facts.;Neg,Neu,Pos,Compound;0.103;0.839;0.058;-0.2173
0;" Mais um ""ex petista"" como Marina Silva, Joaquim Barbosa,...Mais do mesmo.";"Another &quot;petista&quot; like Marina Silva, Joaquim Barbosa, ... More of the same.";Neg,Neu,Pos,Compound;0.0;0.815;0.185;0.3612
0;  Quem é esse cara chamado Marina Silva?;Who is this guy named Marina Silva?;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;Un chico de 13 años, atropellado en un paso de peatones en #Xàbia  ;A 13-year-old boy, hit at a pedestrian crossing in # Xàbia;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;"  Ela respondeu SIM a pergunta, disse que se eleita ""vai combater a cultura de estupro que existe no Brasil"", talvez a resposta não seja aquela que você gostaria de ter ouvido mas ela respondeu TODAS as perguntas, não é como Marina Silva ou Álvaro Dias.";"She answered YES to the question, said that if elected &quot;will combat the culture of rape that exists in Brazil&quot;, maybe the answer is not the one you would have liked to have heard but she answered ALL the questions, it is not like Marina Silva or Álvaro Dias .";Neg,Neu,Pos,Compound;0.13;0.795;0.074;-0.4764
0;" E o Ciro foi interrompido 3 vezes mais q a Marina Silva....
Explica essa estagiário...";And Ciro was interrupted 3 times more than Marina Silva .... Explain this trainee ...;Neg,Neu,Pos,Compound;0.145;0.855;0.0;-0.296
0;Agora não entendi, a Marina Silva é um ET? 🤔 ;Now I do not understand, Marina Silva is an ET? (I.e.;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;   A Marina Silva não é mulher também? 🤔;Is Marina Silva not a woman, too? (I.e.;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;"  td e machismo agora
Marina Silva e homem então né.
mimimi eterno.";td and machismo now Marina Silva and man then right. eternal mimimi.;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;  Privatização de 100% das estatais!;100% state privatization!;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;Não sabia q a Marina Silva era homem, to chocado ;I did not know Marina Silva was a man, so shocked.;Neg,Neu,Pos,Compound;0.272;0.728;0.0;-0.4572
0;"Retweeted Mônica Bergamo ():

Manuela D`Ávila foi interrompida 40 vezes no Roda Viva; Marina Silva, apenas 3; Guilherme Bolos, 9, e Ciro Gomes, 8. Levantamento da . ";"Retweeted Monica Bergamo (): Manuela D`Ávila was interrupted 40 times on Roda Viva; Marina Silva, only 3; Guilherme Bolos, 9, and Ciro Gomes, 8. Survey of the.";Neg,Neu,Pos,Compound;0.078;0.922;0.0;-0.296
1; Quem não te conhece, que te eleja! ;Who does not know you, who elects you!;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;Bolsonaro dispara em Minas. Pesquisa do Data Poder360, ele aparece com 29%. Interessante que uando se faz estratificação por sexo - mesmo sofrendo ataques pela mídia e movimentos feministas - Bolsonaro vence  Marina Silva a única candidata. #Bolsonaro #eleicoes2018 ;Bolsonaro shoots in Minas. Data Search Power360, it appears with 29%. Interesting that when sex is stratified - even under attacks by the media and feminist movements - Bolsonaro beats Marina Silva the only candidate. #Bolsonaro # eleicos2018;Neg,Neu,Pos,Compound;0.075;0.855;0.07;-0.0516
1; Seria Marina Silva não uma mulher mas uma entidade alienígena?;Was Marina Silva not a woman but an alien entity?;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;" Dando  razão as suas críticas ao Roda Viva, hoje, coluna de : Manuela D`Ávila foi interrompida 40 vezes no Roda Viva; Marina Silva, apenas 3; Guilherme Bolos, 9, e Ciro Gomes, 8. Levantamento da .";"Reasoning its criticism to Roda Viva, today, column of: Manuela D`Ávila was interrupted 40 times in Roda Viva; Marina Silva, only 3; Guilherme Bolos, 9, and Ciro Gomes, 8. Survey of the.";Neg,Neu,Pos,Compound;0.145;0.855;0.0;-0.6249
1;ainda bem q marina silva é trans ;still good marina silva is trans;Neg,Neu,Pos,Compound;0.0;0.633;0.367;0.4404
0;" Juremir, dando razão as suas críticas ao Roda Viva, coluna de : Manuela D`Ávila foi interrompida 40 vezes no Roda Viva; Marina Silva, apenas 3; Guilherme Bolos, 9, e Ciro Gomes, 8. Levantamento da .";"Juremir, giving reason to its criticisms to Roda Viva, column of: Manuela D`Ávila was interrupted 40 times in Roda Viva; Marina Silva, only 3; Guilherme Bolos, 9, and Ciro Gomes, 8. Survey of the.";Neg,Neu,Pos,Compound;0.109;0.827;0.064;-0.1779
1;Gostei de um vídeo   Fábio comenta o vídeo que Silas Malafaia produziu contra Marina Silva!;I liked a video Fábio comments on the video that Silas Malafaia produced against Marina Silva!;Neg,Neu,Pos,Compound;0.0;0.808;0.192;0.4753
1;  Marina Silva não é mulher?;Marina Silva is not a woman?;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0; Marina Silva foi interrompida apenas 3 vezes. Ela não é mulher?;Marina Silva was interrupted only 3 times. Is not she a woman?;Neg,Neu,Pos,Compound;0.196;0.804;0.0;-0.296
1;Verdade! Marina Silva deve ser um lenhador pela lógica adotada. ;Truth! Marina Silva must be a woodcutter by the logic adopted.;Neg,Neu,Pos,Compound;0.0;0.776;0.224;0.3802
0;   Marina Silva foi interrompida 3 vezes vão lamber sabão.;Marina Silva was interrupted 3 times will lick soap.;Neg,Neu,Pos,Compound;0.239;0.761;0.0;-0.296
0;"A Folha de S. Paulo fez a contagem de interrupções no Roda Viva:
- Marina Silva (Rede): 3 vezes
- Ciro Gomes (PDT): 8 vezes
- Guilherme Boulos (PSOL): 9 vezes
- Manuela D'Ávila (PC do B: 40 vezes
 ";"Folha de S. Paulo made the count of interruptions in Roda Viva: - Marina Silva (Network): 3 times - Ciro Gomes (PDT): 8 times - Guilherme Boulos (PSOL): 9 times - Manuela D&#39;Ávila (PC do B: 40 times";Neg,Neu,Pos,Compound;0.083;0.917;0.0;-0.4019
1;Jair Messias Bolsonaro Ciro Gomes Marina Silva Geraldo Alckmin João Amoêdo Alvaro Dias Flavio Rocha ????? ;Jair Messias Bolsonaro Ciro Gomes Marina Silva Geraldo Alckmin João Amoêdo Alvaro Dias Flavio Rocha ?????;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;Marina Silva eh uma tartaruga ;Marina Silva is a turtle;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;  Prova disso foram as entrevistas de outras duas mulheres, Marina Silva e Carmen Lúcia. Não foram tão interrompidas pq respondiam. Simples assim.;Proof of this were the interviews of two other women, Marina Silva and Carmen Lúcia. They were not so interrupted because they answered. That simple.;Neg,Neu,Pos,Compound;0.0;0.91;0.09;0.3359
1;Antes , , , do que jair se acostumando com a ditadura totalitária de quem se julga #messias. #NÃOVOTENULO #OKDEUAKY ;Rather than jair becoming accustomed to the totalitarian dictatorship of one who thinks of himself. # NOVOTENULO #OKDEUAKY;Neg,Neu,Pos,Compound;0.162;0.838;0.0;-0.4767
0; O   já conhecia os posicionamentos da  desde 2010. Não entendi o porque dele fazer tais questionamentos agora e da forma como o fez.;I already knew the positions of the company since 2010. I do not understand why he is asking such questions now and how he did it.;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;Esta Marina Silva está loca será??? ;This Marina Silva is crazy will ???;Neg,Neu,Pos,Compound;0.329;0.671;0.0;-0.4479
0; Votou em quem então espertão?? Na Luciana Genro ou na Marina Silva?;Voted on who then smart ?? In Luciana Genro or Marina Silva?;Neg,Neu,Pos,Compound;0.0;0.772;0.228;0.5007
0;NÃO VOTEM NULO. Antes Ciro Gomes, Marina Silva e Manuela D'Ávila (que por sinal foi incrível no Roda Viva se segunda, apesar de tanto jornalista coxinha a afrontando), que jair se acostumando com a ditadura totalitária... ;"DO NOT VOTE NULL. Before Ciro Gomes, Marina Silva and Manuela D&#39;Avila (who by the way was incredible in Roda Viva, secondly, despite the fact that so much journalist was working with him), that jair became accustomed to the totalitarian dictatorship ...";Neg,Neu,Pos,Compound;0.07;0.93;0.0;-0.4767
0;   Ou vcs não consideram Marina Silva mulher? 🤔;Or do not you consider Marina Silva a woman? (I.e.;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;  Putz, e a Marina Silva é assexuada???🤔;Putz, and Marina Silva is asexual ??? 🤔;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0; A Marina Silva precisa ser interrompida mais 37x pra empatar com ela.;Marina Silva needs to be stopped 37x further to equalize with her.;Neg,Neu,Pos,Compound;0.147;0.853;0.0;-0.2263
1;     A Marina é mulher sim. E mulher que segue a cartilha deles é muito bem vinda. Você deveria saber disso já, Candice.;Marina is a woman, yes. And the woman who follows their primer is very welcome. You should know that by now, Candice.;Neg,Neu,Pos,Compound;0.0;0.76;0.24;0.7178
